clean,rainy
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-041.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-042.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-043.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-044.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-045.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-046.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-047.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-048.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-049.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-050.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-051.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-052.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-053.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-054.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-055.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-056.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-057.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-058.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-059.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-060.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-061.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-062.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-063.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-064.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-065.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-066.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-067.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-068.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-069.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-070.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-071.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-072.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-073.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-074.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-075.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-076.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-077.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-078.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-079.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-080.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-081.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-082.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-083.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-084.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-085.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-086.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-087.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-088.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-089.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-090.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-091.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-092.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-093.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-094.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-095.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-096.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-097.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-098.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-099.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-100.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-101.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-102.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-103.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-104.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-105.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-106.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-107.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-108.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-109.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-110.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-111.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-112.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-113.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-114.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-115.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-116.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-117.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-118.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-119.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-120.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-121.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-122.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-123.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-124.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-125.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-126.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-127.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-128.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-129.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-130.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-131.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-132.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-133.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-134.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-135.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-136.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-137.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-138.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-139.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-140.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-141.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Chehalis_0-0/Chehalis_0-0-Webcam-R-142.png
